Ngay,Ma_CP,Nganh,Gia_Mo_Cua,Gia_Dong_Cua,Gia_Cao_Nhat,Gia_Thap_Nhat,Khoi_Luong_Giao_Dich,Xu_Huong_Thi_Truong,Ty_Suat_Co_Tuc,He_So_P/E
2023-12-20,VNM,Hàng tiêu dùng,94900,93100.0,95800,92400,15.9,Giảm,5.0,19.7
2023-12-21,VNM,Hàng tiêu dùng,90200,91000.0,92400,89100,6.9,Đi ngang,5.0,19.3
2023-12-22,VNM,Hàng tiêu dùng,92900,91000.0,93900,90000,5.2,Giảm,5.0,19.6
2023-12-25,VNM,Hàng tiêu dùng,92700,91000.0,93700,90500,5.0,Giảm,5.0,19.8
2023-12-26,VNM,Hàng tiêu dùng,88800,87600.0,89600,86900,20.0,Giảm,5.0,19.2
2023-12-27,VNM,Hàng tiêu dùng,90400,88700.0,90900,87500,9.0,Giảm,5.0,19.6
2023-12-28,VNM,Hàng tiêu dùng,88800,86900.0,89800,85900,5.9,Giảm,5.0,19.5
2023-12-29,VNM,Hàng tiêu dùng,83800,84400.0,85000,82600,22.8,Đi ngang,5.0,19.0
2023-01-02,MSN,Hàng tiêu dùng,66000,68000.0,68300,65700,17.0,Tăng,5.9,23.0
2023-01-03,MSN,Hàng tiêu dùng,69500,67900.0,71000,67500,4.2,Giảm,5.9,22.8
2023-01-04,MSN,Hàng tiêu dùng,70100,70000.0,71500,69600,16.8,Đi ngang,6.0,23.4
2023-01-05,MSN,Hàng tiêu dùng,72500,71800.0,73400,71500,14.9,Giảm,6.0,23.8
2023-01-06,MSN,Hàng tiêu dùng,75500,74900.0,75800,74100,14.4,Giảm,6.0,24.4
2023-01-09,MSN,Hàng tiêu dùng,74700,74900.0,76300,73800,11.8,Đi ngang,6.0,24.4
2023-01-10,MSN,Hàng tiêu dùng,77700,76600.0,78100,75900,8.2,Giảm,6.0,24.6
2023-01-11,MSN,Hàng tiêu dùng,76300,75800.0,76600,75100,5.5,Giảm,6.0,24.1
2023-01-12,MSN,Hàng tiêu dùng,78300,77700.0,79400,76300,13.5,Đi ngang,6.0,24.3
2023-01-13,MSN,Hàng tiêu dùng,77200,77700.0,78700,75900,4.1,Đi ngang,6.0,24.0
2023-01-16,MSN,Hàng tiêu dùng,76500,76000.0,77500,75300,12.1,Đi ngang,6.1,23.4
2023-01-17,MSN,Hàng tiêu dùng,76300,76000.0,76900,75700,14.6,Đi ngang,6.1,23.2
2023-01-18,MSN,Hàng tiêu dùng,77400,75900.0,78400,74600,8.7,Giảm,6.1,23.0
2023-01-19,MSN,Hàng tiêu dùng,78300,76800.0,79700,76300,11.5,Giảm,6.1,23.0
2023-01-20,MSN,Hàng tiêu dùng,81200,79400.0,82200,79100,6.9,Giảm,6.2,23.6
2023-01-23,MSN,Hàng tiêu dùng,81500,80700.0,81900,80200,5.9,Giảm,6.1,23.8
2023-01-24,MSN,Hàng tiêu dùng,84800,83200.0,85600,82400,16.8,Giảm,6.1,24.3
2023-01-25,MSN,Hàng tiêu dùng,82200,81800.0,82600,80500,6.2,Đi ngang,6.1,23.8
2023-01-26,MSN,Hàng tiêu dùng,80700,81300.0,82200,80200,14.5,Đi ngang,6.1,23.4
2023-01-27,MSN,Hàng tiêu dùng,79500,81000.0,82000,78900,12.6,Tăng,6.1,22.9
2023-01-30,MSN,Hàng tiêu dùng,87000,85000.0,87800,83600,5.8,Giảm,6.2,23.6
2023-01-31,MSN,Hàng tiêu dùng,86700,87300.0,87600,86300,12.8,Tăng,6.2,24.0
2023-02-01,MSN,Hàng tiêu dùng,85800,,86500,84400,6.5,Đi ngang,6.3,23.6
2023-02-02,MSN,Hàng tiêu dùng,85200,85200.0,86300,84600,8.5,Đi ngang,6.4,23.6
2023-02-03,MSN,Hàng tiêu dùng,82100,82400.0,82800,81300,4.3,Đi ngang,6.4,23.0
2023-02-06,MSN,Hàng tiêu dùng,81700,80600.0,82300,80100,5.1,Giảm,6.3,22.7
2023-02-07,MSN,Hàng tiêu dùng,79300,78300.0,80200,77700,17.3,Giảm,6.3,22.1
2023-02-08,MSN,Hàng tiêu dùng,74600,75500.0,75800,73200,15.6,Tăng,6.4,21.6
2023-02-09,MSN,Hàng tiêu dùng,77700,77100.0,78400,75900,18.0,Đi ngang,6.4,22.2
2023-02-10,MSN,Hàng tiêu dùng,77700,77900.0,79400,76500,16.9,Đi ngang,6.4,22.6
2023-02-13,MSN,Hàng tiêu dùng,75700,77100.0,78600,74900,7.3,Tăng,6.4,22.7
2023-02-14,MSN,Hàng tiêu dùng,76400,78400.0,78900,75700,7.3,Tăng,6.5,23.1
2023-02-15,MSN,Hàng tiêu dùng,76800,77700.0,78500,76500,15.2,Tăng,6.5,23.1
2023-02-16,MSN,Hàng tiêu dùng,79000,77300.0,80000,76500,12.1,Giảm,6.6,23.4
2023-02-17,MSN,Hàng tiêu dùng,78500,77800.0,78900,77000,12.5,Giảm,6.6,23.6
2023-02-20,MSN,Hàng tiêu dùng,76900,75000.0,78000,74400,17.8,Giảm,6.7,23.2
2023-02-21,MSN,Hàng tiêu dùng,72900,73500.0,74900,71700,13.6,Đi ngang,6.6,22.9
2023-02-22,MSN,Hàng tiêu dùng,70700,71000.0,71700,69900,8.0,Đi ngang,6.6,22.2
2023-02-23,MSN,Hàng tiêu dùng,68400,68200.0,69400,67900,12.0,Đi ngang,6.5,21.7
2023-02-24,MSN,Hàng tiêu dùng,69800,68100.0,70700,66800,8.3,Giảm,6.5,22.0
2023-02-27,MSN,Hàng tiêu dùng,66400,65500.0,67700,64100,17.9,Biến động mạnh,6.5,21.4
2023-02-28,MSN,Hàng tiêu dùng,65000,65100.0,65700,64400,7.5,Đi ngang,6.5,21.3
2023-03-01,MSN,Hàng tiêu dùng,62600,64300.0,65400,61800,12.1,Tăng,6.5,20.9
2023-03-02,MSN,Hàng tiêu dùng,62900,63200.0,64200,62400,14.9,Đi ngang,6.5,20.3
2023-03-03,MSN,Hàng tiêu dùng,61400,62300.0,63200,60400,9.3,Tăng,6.5,19.7
2023-03-06,MSN,Hàng tiêu dùng,59400,61100.0,61600,58800,12.7,Tăng,6.5,19.1
2023-03-07,MSN,Hàng tiêu dùng,60900,62400.0,63200,60400,,Tăng,6.5,19.4
2023-03-08,MSN,Hàng tiêu dùng,63000,63500.0,64200,62500,13.4,Đi ngang,6.5,19.7
2023-03-09,MSN,Hàng tiêu dùng,64200,64200.0,65400,63800,8.7,Đi ngang,6.5,19.7
2023-03-10,MSN,Hàng tiêu dùng,65000,64300.0,65700,63200,5.8,Đi ngang,6.5,19.7
2023-03-13,MSN,Hàng tiêu dùng,64300,63100.0,65700,62700,6.3,Giảm,6.5,19.3
2023-03-14,MSN,Hàng tiêu dùng,60900,62700.0,63300,59800,14.4,Tăng,6.5,18.9
2023-03-15,MSN,Hàng tiêu dùng,65500,63600.0,66800,62700,10.1,Giảm,6.6,19.0
2023-03-16,MSN,Hàng tiêu dùng,65800,64100.0,67000,63300,9.5,Giảm,6.6,18.9
2023-03-17,MSN,Hàng tiêu dùng,65700,64800.0,66200,64100,5.7,Giảm,6.7,19.1
2023-03-20,MSN,Hàng tiêu dùng,64300,65600.0,66500,62900,9.6,Tăng,6.7,19.2
2023-03-21,MSN,Hàng tiêu dùng,66800,66300.0,67700,65000,9.4,Đi ngang,6.7,19.2
2023-03-22,MSN,Hàng tiêu dùng,69200,67400.0,69800,66100,16.2,Giảm,6.6,19.4
2023-03-23,MSN,Hàng tiêu dùng,66900,68200.0,68700,65500,14.6,Tăng,6.7,19.6
2023-03-24,MSN,Hàng tiêu dùng,70200,69400.0,70600,68500,6.8,Giảm,6.6,19.6
2023-03-27,MSN,Hàng tiêu dùng,69300,70500.0,71500,68600,5.1,Tăng,6.7,19.8
2023-03-28,MSN,Hàng tiêu dùng,70400,71600.0,72000,69000,4.4,Tăng,6.7,19.8
2023-03-29,MSN,Hàng tiêu dùng,72600,74200.0,75200,71400,10.8,Tăng,6.8,20.2
2023-03-30,MSN,Hàng tiêu dùng,74900,75100.0,76300,74200,8.5,Đi ngang,6.8,20.3
2023-03-31,MSN,Hàng tiêu dùng,76400,75900.0,77800,74800,5.6,Đi ngang,6.9,20.4
2023-04-03,MSN,Hàng tiêu dùng,73800,73600.0,74600,72500,12.7,Đi ngang,6.9,20.0
2023-04-04,MSN,Hàng tiêu dùng,70400,70600.0,72000,69900,6.1,Đi ngang,6.8,19.5
2023-04-05,MSN,Hàng tiêu dùng,69200,68600.0,70100,68100,6.2,Đi ngang,6.8,19.2
2023-04-06,MSN,Hàng tiêu dùng,64700,66600.0,67100,63700,12.6,Tăng,6.8,18.9
2023-04-07,MSN,Hàng tiêu dùng,66100,67800.0,68200,64800,20.3,Tăng,6.8,19.4
2023-04-10,MSN,Hàng tiêu dùng,66900,66700.0,68200,65500,9.7,Đi ngang,6.8,19.5
2023-04-11,MSN,Hàng tiêu dùng,65500,65700.0,67100,64600,13.5,Đi ngang,6.7,19.4
2023-04-12,MSN,Hàng tiêu dùng,66100,65600.0,66800,64800,13.5,Đi ngang,6.7,19.4
2023-04-13,MSN,Hàng tiêu dùng,62400,63900.0,65300,61300,16.4,Tăng,6.7,19.0
2023-04-14,MSN,Hàng tiêu dùng,64700,64300.0,65200,63500,11.0,Đi ngang,6.6,19.3
2023-04-17,MSN,Hàng tiêu dùng,64200,63100.0,65300,62100,5.0,Giảm,6.6,19.3
2023-04-18,MSN,Hàng tiêu dùng,63000,63100.0,64200,62700,8.9,Đi ngang,6.6,19.3
2023-04-19,MSN,Hàng tiêu dùng,63300,63600.0,64400,62000,15.0,Đi ngang,6.6,19.8
2023-04-20,MSN,Hàng tiêu dùng,63400,63600.0,64100,62700,10.3,Đi ngang,6.7,20.2
2023-04-21,MSN,Hàng tiêu dùng,61400,62400.0,63100,60000,17.4,Tăng,6.8,19.8
2023-04-24,MSN,Hàng tiêu dùng,60700,60700.0,62000,59500,8.0,Đi ngang,6.8,19.5
2023-04-25,MSN,Hàng tiêu dùng,60400,59300.0,60700,58900,4.1,Giảm,6.8,19.2
2023-04-26,MSN,Hàng tiêu dùng,60400,58900.0,61100,57700,10.7,Giảm,6.7,19.1
2023-04-27,MSN,Hàng tiêu dùng,59100,57500.0,60600,56700,10.5,Giảm,6.7,18.7
2023-04-28,MSN,Hàng tiêu dùng,58200,58900.0,60000,57300,10.1,Đi ngang,6.7,19.2
2023-05-01,MSN,Hàng tiêu dùng,59800,59900.0,61200,59300,12.5,Đi ngang,6.7,19.2
2023-05-02,MSN,Hàng tiêu dùng,60400,59500.0,61800,58700,19.1,Biến động mạnh,6.8,18.8
2023-05-03,MSN,Hàng tiêu dùng,63000,61300.0,64100,60100,10.3,Giảm,6.7,19.2
2023-05-04,MSN,Hàng tiêu dùng,62500,61600.0,63800,60200,12.0,Biến động mạnh,6.7,18.9
2023-05-05,MSN,Hàng tiêu dùng,63000,62200.0,64300,61400,6.4,Đi ngang,6.7,18.8
2023-05-08,MSN,Hàng tiêu dùng,62500,64500.0,65800,62100,15.3,Tăng,6.7,19.3
2023-05-09,MSN,Hàng tiêu dùng,66400,65500.0,67700,65100,11.2,Giảm,6.7,19.5
2023-05-10,MSN,Hàng tiêu dùng,67800,66300.0,68600,65700,15.5,Giảm,6.7,19.4
2023-05-11,MSN,Hàng tiêu dùng,68100,67000.0,69000,66300,9.7,Giảm,6.7,19.4
2023-05-12,MSN,Hàng tiêu dùng,67800,69300.0,70000,67400,18.0,Tăng,6.7,19.7
2023-05-15,MSN,Hàng tiêu dùng,71600,71000.0,71900,69900,7.7,Đi ngang,6.6,19.9
2023-05-16,MSN,Hàng tiêu dùng,69100,70800.0,71400,68500,11.0,Tăng,6.6,19.7
2023-05-17,MSN,Hàng tiêu dùng,71100,71400.0,72800,69600,9.2,Đi ngang,6.7,19.7
2023-05-18,MSN,Hàng tiêu dùng,70000,71900.0,72800,69100,9.3,Tăng,6.7,19.6
2023-05-19,MSN,Hàng tiêu dùng,73600,73800.0,74400,72200,11.4,Đi ngang,6.7,19.8
2023-05-22,MSN,Hàng tiêu dùng,77500,76200.0,78800,75000,10.7,Giảm,6.7,20.3
2023-05-23,MSN,Hàng tiêu dùng,76000,74600.0,77400,73700,5.1,Giảm,6.6,19.7
2023-05-24,MSN,Hàng tiêu dùng,74200,74400.0,75300,73000,19.0,Đi ngang,6.6,19.3
2023-05-25,MSN,Hàng tiêu dùng,74900,74500.0,75500,73900,8.3,Đi ngang,6.6,19.1
2023-05-26,MSN,Hàng tiêu dùng,77600,76800.0,78700,76400,8.5,Giảm,6.5,19.5
2023-05-29,MSN,Hàng tiêu dùng,80100,80300.0,81700,79400,6.4,Đi ngang,6.5,20.1
2023-05-30,MSN,Hàng tiêu dùng,80300,79100.0,80800,78500,14.1,Giảm,6.5,19.7
2023-05-31,MSN,Hàng tiêu dùng,78300,80200.0,81000,77300,6.7,Tăng,6.5,19.8
2023-06-01,MSN,Hàng tiêu dùng,79400,80900.0,81300,77900,11.6,Tăng,6.5,20.3
2023-06-02,MSN,Hàng tiêu dùng,80700,80300.0,81700,78800,11.4,Đi ngang,6.6,20.2
2023-06-05,MSN,Hàng tiêu dùng,75800,77700.0,78400,74400,10.5,Tăng,6.6,19.9
2023-06-06,MSN,Hàng tiêu dùng,74400,75900.0,77300,73000,11.7,Tăng,6.6,19.4
2023-06-07,MSN,Hàng tiêu dùng,77500,76800.0,78200,75700,12.5,Đi ngang,6.6,19.9
2023-06-08,MSN,Hàng tiêu dùng,77000,75700.0,77800,74900,15.3,Giảm,6.6,19.6
2023-06-09,MSN,Hàng tiêu dùng,77900,77400.0,78500,76700,12.4,Đi ngang,6.6,20.1
2023-06-12,MSN,Hàng tiêu dùng,73900,75200.0,75900,72600,6.7,Tăng,6.6,19.9
2023-06-13,MSN,Hàng tiêu dùng,76100,75300.0,76700,74400,15.1,Giảm,6.6,20.0
2023-06-14,MSN,Hàng tiêu dùng,72300,74000.0,75400,71900,3.8,Tăng,6.6,19.9
2023-06-15,MSN,Hàng tiêu dùng,76200,74800.0,77600,73700,5.3,Giảm,6.6,20.3
2023-06-16,MSN,Hàng tiêu dùng,71600,73200.0,74100,70200,15.8,Tăng,6.6,20.0
2023-06-19,MSN,Hàng tiêu dùng,72600,72400.0,73800,71600,7.6,Đi ngang,6.6,19.9
2023-06-20,MSN,Hàng tiêu dùng,70400,71500.0,72600,68900,7.8,Biến động mạnh,6.6,19.8
2023-06-21,MSN,Hàng tiêu dùng,73900,72500.0,74300,71600,7.4,Giảm,6.6,20.4
2023-06-22,MSN,Hàng tiêu dùng,70600,72300.0,73400,70200,8.5,Tăng,6.6,20.6
2023-06-23,MSN,Hàng tiêu dùng,69300,71300.0,72400,68700,13.6,Tăng,6.5,20.5
2023-06-26,MSN,Hàng tiêu dùng,70800,72600.0,73000,70400,9.9,Tăng,6.5,21.0
2023-06-27,MSN,Hàng tiêu dùng,73900,73300.0,74500,71900,7.9,Đi ngang,6.5,21.3
2023-06-28,MSN,Hàng tiêu dùng,74100,73700.0,74400,72400,12.1,Đi ngang,6.5,21.5
2023-06-29,MSN,Hàng tiêu dùng,73600,74200.0,74800,73000,14.4,Tăng,6.5,21.8
2023-06-30,MSN,Hàng tiêu dùng,74600,73700.0,75600,73200,14.9,Giảm,6.6,21.7
2023-07-03,MSN,Hàng tiêu dùng,73100,74700.0,75700,72500,13.1,Tăng,6.6,21.6
2023-07-04,MSN,Hàng tiêu dùng,76400,76100.0,76900,74600,15.2,Đi ngang,6.6,21.6
2023-07-05,MSN,Hàng tiêu dùng,78300,78500.0,79300,77100,10.4,Đi ngang,6.6,22.2
2023-07-06,MSN,Hàng tiêu dùng,75500,76700.0,77800,75100,18.5,Tăng,6.6,21.7
2023-07-07,MSN,Hàng tiêu dùng,75700,77400.0,78800,75100,17.4,Tăng,6.7,21.8
2023-07-10,MSN,Hàng tiêu dùng,76500,76100.0,77900,75500,15.2,Đi ngang,6.7,21.4
2023-07-11,MSN,Hàng tiêu dùng,77500,79400.0,80900,76200,17.5,Tăng,6.8,21.9
2023-07-12,MSN,Hàng tiêu dùng,81500,80900.0,82600,80000,8.2,Đi ngang,6.8,22.1
2023-07-13,MSN,Hàng tiêu dùng,84400,83700.0,85500,82900,,Đi ngang,6.7,22.5
2023-07-14,MSN,Hàng tiêu dùng,85700,86100.0,86400,85100,15.3,Tăng,6.7,22.8
2023-07-17,MSN,Hàng tiêu dùng,87300,88600.0,89700,85900,4.5,Tăng,6.7,23.3
2023-07-18,MSN,Hàng tiêu dùng,87600,89000.0,89500,86400,7.0,Tăng,6.7,23.2
2023-07-19,MSN,Hàng tiêu dùng,92900,92000.0,94300,91200,21.2,Đi ngang,6.7,23.9
2023-07-20,MSN,Hàng tiêu dùng,91900,93800.0,94900,91000,6.9,Tăng,6.6,24.1
2023-07-21,MSN,Hàng tiêu dùng,97500,95900.0,98800,95200,17.1,Giảm,6.5,24.5
2023-07-24,MSN,Hàng tiêu dùng,96000,95900.0,97100,94900,6.0,Đi ngang,6.5,24.3
2023-07-25,MSN,Hàng tiêu dùng,99200,99500.0,100400,97900,7.1,Đi ngang,6.5,24.9
2023-07-26,MSN,Hàng tiêu dùng,97400,97900.0,98700,96400,10.0,Đi ngang,6.5,24.3
2023-07-27,MSN,Hàng tiêu dùng,100300,101200.0,101500,99400,6.3,Tăng,6.5,24.8
2023-07-28,MSN,Hàng tiêu dùng,105400,104700.0,106600,104400,11.6,Giảm,6.4,25.3
2023-07-31,MSN,Hàng tiêu dùng,106100,105100.0,106500,103800,4.9,Giảm,6.4,25.2
2023-08-01,MSN,Hàng tiêu dùng,101400,101200.0,102400,100100,21.3,Đi ngang,6.3,24.5
2023-08-02,MSN,Hàng tiêu dùng,97700,98200.0,99200,96800,9.9,Đi ngang,6.4,24.3
2023-08-03,MSN,Hàng tiêu dùng,93900,94600.0,95400,93000,4.9,Đi ngang,6.4,23.6
2023-08-04,MSN,Hàng tiêu dùng,93500,92500.0,93800,92200,10.0,Giảm,6.4,23.4
2023-08-07,MSN,Hàng tiêu dùng,90800,90900.0,92000,90400,19.1,Đi ngang,6.3,
2023-08-08,MSN,Hàng tiêu dùng,90800,90000.0,91800,89100,10.8,Đi ngang,6.3,22.9
2023-08-09,MSN,Hàng tiêu dùng,85500,87300.0,88500,84400,4.5,Tăng,6.3,22.4
2023-08-10,MSN,Hàng tiêu dùng,88800,86900.0,89600,86200,17.2,Giảm,6.4,22.4
2023-08-11,MSN,Hàng tiêu dùng,83400,84200.0,84900,82100,17.5,Đi ngang,6.3,22.0
2023-08-14,MSN,Hàng tiêu dùng,82700,83000.0,83300,81600,18.7,Đi ngang,6.3,21.7
2023-08-15,MSN,Hàng tiêu dùng,79100,80300.0,81700,78700,20.3,Tăng,6.3,21.3
2023-08-16,MSN,Hàng tiêu dùng,78900,78000.0,80200,76600,12.7,Đi ngang,6.3,21.0
2023-08-17,MSN,Hàng tiêu dùng,78900,76900.0,79300,76600,18.4,Giảm,6.2,20.8
2023-08-18,MSN,Hàng tiêu dùng,78000,77000.0,78500,75600,7.9,Giảm,6.2,21.1
2023-08-21,MSN,Hàng tiêu dùng,75900,77500.0,78500,74900,10.4,Tăng,6.2,21.6
2023-08-22,MSN,Hàng tiêu dùng,78600,77800.0,79900,76600,20.2,Đi ngang,6.2,22.1
2023-08-23,MSN,Hàng tiêu dùng,76400,76700.0,77800,75200,9.4,Đi ngang,6.2,22.2
2023-08-24,MSN,Hàng tiêu dùng,74600,74900.0,76000,73300,10.2,Đi ngang,6.2,21.8
2023-08-25,MSN,Hàng tiêu dùng,71400,73300.0,74600,71000,16.6,Tăng,6.2,21.5
2023-08-28,MSN,Hàng tiêu dùng,74600,74500.0,75200,73900,19.3,Đi ngang,6.1,22.1
2023-08-29,MSN,Hàng tiêu dùng,75200,75900.0,77100,74600,18.7,Đi ngang,6.1,22.6
2023-08-30,MSN,Hàng tiêu dùng,71200,73000.0,73400,69800,6.8,Tăng,6.1,22.2
2023-08-31,MSN,Hàng tiêu dùng,71500,71900.0,72500,70600,15.7,Đi ngang,6.1,22.3
2023-09-01,MSN,Hàng tiêu dùng,73900,73500.0,75000,72000,7.8,Đi ngang,6.0,22.5
2023-09-04,MSN,Hàng tiêu dùng,72000,73600.0,74500,70900,14.3,Tăng,6.0,22.4
2023-09-05,MSN,Hàng tiêu dùng,71800,72800.0,73500,70800,16.0,Tăng,6.1,21.8
2023-09-06,MSN,Hàng tiêu dùng,72200,72800.0,73500,71100,16.2,Đi ngang,6.1,21.6
2023-09-07,MSN,Hàng tiêu dùng,72600,71900.0,73400,70900,20.7,Đi ngang,6.1,21.0
2023-09-08,MSN,Hàng tiêu dùng,72800,71800.0,73500,71400,6.9,Giảm,6.1,20.9
2023-09-11,MSN,Hàng tiêu dùng,71000,71100.0,71800,70100,17.7,Đi ngang,6.1,20.7
2023-09-12,MSN,Hàng tiêu dùng,72500,72300.0,73800,71900,7.4,Đi ngang,6.1,20.8
2023-09-13,MSN,Hàng tiêu dùng,71700,72200.0,73600,71200,15.2,Đi ngang,6.1,20.4
2023-09-14,MSN,Hàng tiêu dùng,74500,74200.0,75900,73800,6.5,Đi ngang,6.2,20.8
2023-09-15,MSN,Hàng tiêu dùng,72300,73200.0,74300,71800,8.0,Tăng,6.2,20.4
2023-09-18,MSN,Hàng tiêu dùng,74300,74400.0,74700,73600,11.4,Đi ngang,6.3,20.5
2023-09-19,MSN,Hàng tiêu dùng,75400,73500.0,76100,72700,12.8,Giảm,6.2,20.0
2023-09-20,MSN,Hàng tiêu dùng,75300,75500.0,76700,75000,11.8,Đi ngang,6.3,20.3
2023-09-21,MSN,Hàng tiêu dùng,74300,75200.0,75900,72900,14.7,Đi ngang,6.3,20.0
2023-09-22,MSN,Hàng tiêu dùng,76300,75900.0,76800,74800,3.9,Đi ngang,6.3,19.8
2023-09-25,MSN,Hàng tiêu dùng,77300,76300.0,78700,74900,5.4,Biến động mạnh,6.3,19.8
2023-09-26,MSN,Hàng tiêu dùng,76800,78400.0,79100,75800,11.5,Tăng,6.3,20.1
2023-09-27,MSN,Hàng tiêu dùng,77000,79000.0,79400,75800,15.0,Tăng,6.3,19.9
2023-09-28,MSN,Hàng tiêu dùng,79300,79500.0,80600,78800,14.5,Đi ngang,6.3,20.0
2023-09-29,MSN,Hàng tiêu dùng,79900,81600.0,82200,78500,14.6,Tăng,6.3,20.4
2023-10-02,MSN,Hàng tiêu dùng,82100,82800.0,83600,80900,15.5,Đi ngang,6.3,20.9
2023-10-03,MSN,Hàng tiêu dùng,82300,81900.0,82700,80400,9.2,Đi ngang,6.3,21.0
2023-10-04,MSN,Hàng tiêu dùng,78000,79100.0,79600,77300,5.4,Tăng,6.3,20.5
2023-10-05,MSN,Hàng tiêu dùng,79800,79900.0,80300,79000,5.7,Đi ngang,6.3,21.1
2023-10-06,MSN,Hàng tiêu dùng,79700,81000.0,82200,79300,5.9,Tăng,6.3,21.5
2023-10-09,MSN,Hàng tiêu dùng,80100,82100.0,82500,79600,17.2,Tăng,6.2,22.0
2023-10-10,MSN,Hàng tiêu dùng,80100,81800.0,82600,79400,10.3,Tăng,6.2,22.3
2023-10-11,MSN,Hàng tiêu dùng,80300,79700.0,81100,79100,12.2,Đi ngang,6.2,21.8
2023-10-12,MSN,Hàng tiêu dùng,81800,80700.0,82600,80200,14.5,Giảm,6.2,22.3
2023-10-13,MSN,Hàng tiêu dùng,81500,82800.0,83300,80400,17.9,Tăng,6.2,22.9
2023-10-16,MSN,Hàng tiêu dùng,80200,81100.0,81600,79800,7.8,Tăng,6.2,22.7
2023-10-17,MSN,Hàng tiêu dùng,81100,81000.0,82000,80000,4.2,Đi ngang,6.1,22.8
2023-10-18,MSN,Hàng tiêu dùng,82200,82300.0,83500,81200,11.0,Đi ngang,6.1,23.4
2023-10-19,MSN,Hàng tiêu dùng,80500,78800.0,80900,77300,16.4,Giảm,6.1,22.7
2023-10-20,MSN,Hàng tiêu dùng,78400,79700.0,80500,77800,5.5,Tăng,6.1,23.1
2023-10-23,MSN,Hàng tiêu dùng,76900,77000.0,77900,76100,15.6,Đi ngang,6.0,22.5
2023-10-24,MSN,Hàng tiêu dùng,74600,75000.0,75300,73300,6.7,Đi ngang,6.0,22.2
2023-10-25,MSN,Hàng tiêu dùng,73800,74200.0,74900,73300,14.7,Đi ngang,6.0,22.2
2023-10-26,MSN,Hàng tiêu dùng,73100,74100.0,75300,72200,14.2,Tăng,6.0,22.6
2023-10-27,MSN,Hàng tiêu dùng,74500,73600.0,75000,73100,9.9,Giảm,5.9,22.8
2023-10-30,MSN,Hàng tiêu dùng,73900,74500.0,75700,73300,13.2,Đi ngang,5.8,23.1
2023-10-31,MSN,Hàng tiêu dùng,74100,73000.0,75500,72500,17.4,Giảm,5.8,22.9
2023-11-01,MSN,Hàng tiêu dùng,72500,71000.0,73500,70300,9.1,Giảm,5.8,22.2
2023-11-02,MSN,Hàng tiêu dùng,70600,69800.0,71800,68300,14.9,Đi ngang,5.8,21.7
2023-11-03,MSN,Hàng tiêu dùng,69300,70200.0,70700,68500,17.7,Tăng,5.8,21.7
2023-11-06,MSN,Hàng tiêu dùng,70100,70800.0,72200,69700,5.2,Đi ngang,5.8,21.5
2023-11-07,MSN,Hàng tiêu dùng,71800,71300.0,72800,70700,14.5,Đi ngang,5.8,21.6
2023-11-08,MSN,Hàng tiêu dùng,73000,73800.0,74700,71900,7.4,Đi ngang,5.8,22.2
2023-11-09,MSN,Hàng tiêu dùng,76200,75800.0,77100,75200,11.3,Đi ngang,5.8,22.5
2023-11-10,MSN,Hàng tiêu dùng,77600,76700.0,78000,75500,5.2,Giảm,5.8,22.4
2023-11-13,MSN,Hàng tiêu dùng,75900,75600.0,76800,74500,15.9,Đi ngang,5.9,22.0
2023-11-14,MSN,Hàng tiêu dùng,79700,78400.0,80000,77400,19.4,Giảm,5.9,22.6
2023-11-15,MSN,Hàng tiêu dùng,79100,77300.0,80300,76700,11.0,Giảm,5.9,22.0
2023-11-16,MSN,Hàng tiêu dùng,76400,77800.0,78800,75700,13.7,Tăng,5.9,21.8
2023-11-17,MSN,Hàng tiêu dùng,77300,78100.0,78800,76600,4.1,Tăng,5.9,21.8
2023-11-20,MSN,Hàng tiêu dùng,82200,81200.0,83000,80900,14.2,Giảm,6.0,22.4
2023-11-21,MSN,Hàng tiêu dùng,85600,84000.0,85900,83000,16.7,Giảm,6.0,22.8
2023-11-22,MSN,Hàng tiêu dùng,85300,86300.0,87600,84400,10.8,Tăng,6.0,23.2
2023-11-23,MSN,Hàng tiêu dùng,87000,88000.0,88800,86500,17.9,Tăng,5.9,23.6
2023-11-24,MSN,Hàng tiêu dùng,88700,87000.0,89700,86300,6.1,Giảm,5.9,22.9
2023-11-27,MSN,Hàng tiêu dùng,87600,87700.0,88800,86800,11.7,Đi ngang,5.9,23.1
2023-11-28,MSN,Hàng tiêu dùng,88600,89000.0,90300,87100,,Đi ngang,6.0,23.1
2023-11-29,MSN,Hàng tiêu dùng,89100,89000.0,89800,88500,16.0,Đi ngang,6.0,22.7
2023-11-30,MSN,Hàng tiêu dùng,90400,90700.0,91800,89600,4.6,Đi ngang,6.0,22.7
2023-12-01,MSN,Hàng tiêu dùng,92500,92100.0,93600,91500,17.9,Đi ngang,6.0,23.3
2023-12-04,MSN,Hàng tiêu dùng,89700,90600.0,92000,88300,5.1,Đi ngang,6.0,23.4
2023-12-05,MSN,Hàng tiêu dùng,91200,91000.0,92400,90200,17.8,Đi ngang,6.0,23.9
2023-12-06,MSN,Hàng tiêu dùng,89800,88500.0,90300,87600,18.6,Giảm,6.0,23.6
2023-12-07,MSN,Hàng tiêu dùng,86700,,87100,84800,13.9,Đi ngang,6.0,23.4
